Nr.,interaction type,GO Term,GO Term 2,MI Term,kinasefamily,kin_phos,Kinase_Phos,Target,pSite,PMID,Pathway,Ppase family
1715,gene regulation,GO:0010468,regulation of gene expression,no,MAPK,kinase,AT1G01560,AT2G40140,,22204645,stress.biotic.plant defence,
305,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G39460,,16009969,not specified,
343,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G39460,,16009969,not specified,
2942,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G39460,,19095804,not specified,
3439,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G39460,,19095804,not specified,
2975,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G39250,,19095804,not specified,
379,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G38470,,21498677,stress.biotic.plant defence,
380,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G38470,,21498677,stress.biotic.plant defence,
431,activation,GO:0044093,positive regulation of molecular function,no,MAPK,kinase,AT3G45640,AT2G38470,,20565589,stress.biotic.response to elicitors,
432,activation,GO:0044093,positive regulation of molecular function,no,MAPK,kinase,AT2G43790,AT2G38470,,20565589,stress.biotic.response to elicitors,
1746,gene regulation,GO:0010468,regulation of gene expression,no,MAPK,kinase,AT3G45640,AT2G38470,,22852809,stress.biotic.response to elicitors,
2283,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G38470,,SwissProt,not specified,
4160,interaction,GO:0005515,protein binding,MI:0914,MAPK,kinase,AT4G01370,AT2G38470,,TAIR,not specified,
4468,interaction,GO:0005515,protein binding,MI:0914,MAPK,kinase,AT3G45640,AT2G38470,,21936663,stress.biotic.plant defence.chitin signaling,
4469,interaction,GO:0005515,protein binding,MI:0914,MAPK,kinase,AT2G43790,AT2G38470,,21936663,stress.biotic.plant defence.chitin signaling,
2374,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G38300,,19095804,not specified,
2665,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT5G19010,AT2G38300,,19095804,not specified,
2759,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G59580,AT2G38300,,19095804,not specified,
3074,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G38300,,19095804,not specified,
3224,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G38300,,19095804,not specified,
3575,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G18170,AT2G38300,,19095804,not specified,
2386,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G38250,,19095804,not specified,
3232,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G38250,,19095804,not specified,
3653,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G18150,AT2G38250,,19095804,not specified,
2348,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G37710,,19095804,not specified,
2737,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G59580,AT2G37710,,19095804,not specified,
2873,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G37710,,19095804,not specified,
3203,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G37710,,19095804,not specified,
3556,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G18170,AT2G37710,,19095804,not specified,
3293,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G37590,,19095804,not specified,
3193,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G37260,,19095804,not specified,
6193,gene regulation,GO:0010468,regulation of gene expression,no,MAPK,kinase,AT2G43790,AT2G37130,,23300166,stress.biotic.reactive oxygen species,
2502,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G37120,,19095804,not specified,
1723,gene regulation,GO:0010468,regulation of gene expression,no,MAPK,kinase,AT1G01560,AT2G37040,,22204645,stress.biotic.plant defence,
2346,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G36890,,19095804,not specified,
543,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G36270,,12434021,hormone signaling.abscisic acid,
1935,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G36020,,17369371,hormone signaling.jasmonic acid,
1980,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G36020,,17369371,hormone signaling.jasmonic acid,
2359,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G35800,,19095804,not specified,
2657,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT5G19010,AT2G35800,,19095804,not specified,
2743,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G59580,AT2G35800,,19095804,not specified,
3055,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G35800,,19095804,not specified,
3211,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G35800,,19095804,not specified,
2537,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G35640,,19095804,not specified,
3083,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G35640,,19095804,not specified,
3468,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G35530,,19095804,not specified,
3421,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G34900,,19095804,not specified,
3025,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G34720,,19095804,not specified,
2477,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G34450,,19095804,not specified,
2645,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT5G19010,AT2G34450,,19095804,not specified,
3178,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G34450,,19095804,not specified,
3634,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G18150,AT2G34450,,19095804,not specified,
2337,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G34440,,19095804,not specified,
3548,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G18170,AT2G34440,,19095804,not specified,
1934,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G34210,,17369371,hormone signaling.jasmonic acid,
1979,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G34210,,17369371,hormone signaling.jasmonic acid,
2369,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G33860,,19095804,not specified,
2521,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G33860,,19095804,not specified,
2663,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT5G19010,AT2G33860,,19095804,not specified,
3216,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G33860,,19095804,not specified,
2522,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G33550,,19095804,not specified,
2560,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G33310,,19095804,not specified,
3255,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G33310,,19095804,not specified,
2581,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G32460,,19095804,not specified,
3124,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G32460,,19095804,not specified,
2584,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G31390,,19095804,not specified,
2683,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT5G19010,AT2G31390,,19095804,not specified,
3126,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G31390,,19095804,not specified,
3458,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G31390,,19095804,not specified,
3606,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G18170,AT2G31390,,19095804,not specified,
3662,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G18150,AT2G31390,,19095804,not specified,
3532,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G31370,,19095804,not specified,
3377,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G31180,,19095804,not specified,
2834,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G59580,AT2G30980,,19095804,not specified,
3164,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G30980,,19095804,not specified,
3517,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G30980,,19095804,not specified,
3627,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G18170,AT2G30980,,19095804,not specified,
563,protein regulation,GO:0065009,regulation of molecular function,no,MAPK,kinase,AT2G43790,AT2G30970,,19816138,not specified,
1745,gene regulation,GO:0010468,regulation of gene expression,no,MAPK,kinase,AT3G45640,AT2G30770,,22852809,stress.biotic.response to elicitors,
2755,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G59580,AT2G30590,,19095804,not specified,
3069,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G30590,,19095804,not specified,
2282,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G30250,,SwissProt,not specified,
4139,interaction,GO:0005515,protein binding,MI:0914,MAPK,kinase,AT2G43790,AT2G30250,,TAIR,not specified,
4158,interaction,GO:0005515,protein binding,MI:0914,MAPK,kinase,AT4G01370,AT2G30250,,TAIR,not specified,
2442,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G30130,,19095804,not specified,
2611,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G30130,,19095804,not specified,
2820,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G59580,AT2G30130,,19095804,not specified,
3292,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G30130,,19095804,not specified,
4135,interaction,GO:0005515,protein binding,MI:0914,MAPK,kinase,AT2G43790,AT2G30020,,TAIR,not specified,
4161,interaction,GO:0005515,protein binding,MI:0914,MAPK,kinase,AT4G01370,AT2G30020,,TAIR,not specified,
6199,gene regulation,GO:0010468,regulation of gene expression,no,MAPK,kinase,AT2G43790,AT2G29990,,23300166,stress.biotic.reactive oxygen species,
2383,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G28930,,19095804,not specified,
2437,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G28550,,19095804,not specified,
3459,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G28350,,19095804,not specified,
597,protein regulation,GO:0065009,regulation of molecular function,no,MAPK,kinase,AT2G43790,AT2G28000,,19816138,stress.biotic.reactive oxygen species,
1933,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G27350,,17369371,hormone signaling.jasmonic acid,
1978,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G27350,,17369371,hormone signaling.jasmonic acid,
2445,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G27230,,19095804,not specified,
2616,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G27230,,19095804,not specified,
2983,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G27230,,19095804,not specified,
3149,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G27230,,19095804,not specified,
3295,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G27230,,19095804,not specified,
2931,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G27220,,19095804,not specified,
3105,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G27220,,19095804,not specified,
3254,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G27220,,19095804,not specified,
1932,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G27210,,17369371,hormone signaling.jasmonic acid,
1977,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G27210,,17369371,hormone signaling.jasmonic acid,
2752,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G59580,AT2G27050,,19095804,not specified,
2336,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G26960,,19095804,not specified,
2484,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G59790,AT2G26960,,19095804,not specified,
2862,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G26960,,19095804,not specified,
3038,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G26960,,19095804,not specified,
3189,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G26960,,19095804,not specified,
3338,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G26960,,19095804,not specified,
3547,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G18170,AT2G26960,,19095804,not specified,
2363,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G26695,,19095804,not specified,
2659,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT5G19010,AT2G26695,,19095804,not specified,
2890,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G26695,,19095804,not specified,
3212,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G26695,,19095804,not specified,
3376,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G26695,,19095804,not specified,
3647,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G18150,AT2G26695,,19095804,not specified,
1931,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G26530,,17369371,hormone signaling.jasmonic acid,
1976,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G26530,,17369371,hormone signaling.jasmonic acid,
6083,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT2G43790,AT2G26150,,23638397,stress.abiotic.heat and cold,
6187,gene regulation,GO:0010468,regulation of gene expression,no,MAPK,kinase,AT2G43790,AT2G26020,,23300166,stress.biotic.reactive oxygen species,
2407,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G10210,AT2G25900,,19095804,not specified,
2705,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT5G19010,AT2G25560,,19095804,not specified,
3309,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G25560,,19095804,not specified,
2900,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT3G45640,AT2G25140,,19095804,not specified,
3072,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G01370,AT2G25140,,19095804,not specified,
3221,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G25140,,19095804,not specified,
3247,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT4G11330,AT2G23380,,19095804,not specified,
2779,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT1G59580,AT2G22670,,19095804,not specified,
1744,gene regulation,GO:0010468,regulation of gene expression,no,MAPK,kinase,AT3G45640,AT2G22330,,22852809,stress.biotic.response to elicitors,
2669,peptidearray phosphorylation,GO:0006468,protein phosphorylation,MI:0217,MAPK,kinase,AT5G19010,AT2G21650,,19095804,not specified,
